"Sentence Text";Coded;Coder1;Coder2;Coder3;"Word Count";"Average Word Length";CC;CD;DT;EX;FW;IN;JJ;JJR;JJS;LS;MD;NN;NNS;NNP;NNPS;PDT;POS;PRP;PRP$;RB;RBR;RBS;RP;SYM;TO;UH;VB;VBD;VBG;VBN;VBP;VBZ;WDT;WP;WP$;WRB;"COCA1990 2012";"COCA2016 17";MTurk;PersonalBlogs;PoliticalBlogs;Refined;PDA500;TDA1710;"ALLPORT Metaphorical Doubtful";"ALLPORT Personal Traits";"ALLPORT Social Evaluations";"ALLPORT Temporary States";"COCA1990 2012 Count";"COCA2016 17 Count";"MTurk Count";"PersonalBlogs Count";"PoliticalBlogs Count";"Refined Count";"PDA500 Count";"TDA1710 Count";"ALLPORT Metaphorical Doubtful Count";"ALLPORT Personal Traits Count";"ALLPORT Social Evaluations Count";"ALLPORT Temporary States Count";"w2v cosine";"w2v euclid";"glove cosine";"glove euclid";O+;O-;C+;C-;E+;E-;A+;A-;N+;N-;SE+;SE-;ST+;ST-;CO+;CO-;OC+;OC-;ANNAM;ANNES;BETTY;BIDDY;CARTW;COLBR;DRDAV;EDWAR;ELINO;ELIBR;ELIWI;HARRY;WILLO;JHYMD;LADYE;LADYM;LDCOU;LDMOR;LUCYS;MARGA;MARIA;MARTH;MSCAR;MSGOD;MSMOR;MSSOP;MSSPA;MSWAL;MRDON;MRHAR;MRHEN;MRJEN;MRJOD;MRPRA;MRRIC;MRSIM;MRPAL;MRELL;MRROS;MSPAL;MSDSH;MSDEN;FANNY;MSFER;MSJEN;MSRIC;MSSMI;MSTAY;MSBUR;MSCLA;MSELL;GIBSO;RICST;ROBFE;SALLY;SRELL;SRMID;SRFER;OLDGD;WESTS;WHITS;THOMS;WMMID;PEOPL
"HE, meanwhile, whatever he might feel, acted with all the firmness of a collected mind, made every necessary arrangement with the utmost despatch, and calculated with exactness the time in which she might look for his return.";7;COLBR:C+:ST+;"COLBR:C:X, COLBR:N-:X";COLBR:X:ST+;37;4.9;1;0;5;0;0;6;2;0;0;0;2;7;0;0;0;1;0;3;1;1;0;0;0;0;0;0;2;2;0;2;0;0;2;0;0;0;"PO 3(might, firmness, might), SD 2(acted, mind)";"SD 1(mind)";"SD 1(mind)";"AC 1(utmost), PO 2(might, might), SD 2(acted, mind)";"PO 2(might, might), SD 1(mind)";"PO 2(might, might), SD 2(acted, mind)";;;;;"necessary";"collected";5;1;1;5;3;4;0;0;0;0;1;1;0.86;0.52;0.30;1.15;0;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;;;;;;"HC1 (271) [ CO- 2, E+ 1, E- 21, C+ 28, A+ 53, C- 1, ST+ 83, A- 2, ST- 5, ST+  1, OC+ 5, OC- 1, SE- 4, O+ 4, N+ 7, O- 7, CO+ 38, N- 8 ], HC2 (192) [ X + 2, OC+ 4, E+ 3, E- 18, C+ 8, A+ 60, ST+ 36, O+ 14, N+ 39, CO+ 3, N- 5 ], HC3 (121) [ E+ 33, E- 5, C+ 8, SE+ 7, A+ 35, SE- 1, C- 2, ST+ 25, N+ 1, CO+ 4 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Not a moment was lost in delay of any kind.;5;COLBR:C+:ST+;;COLBR:X:ST+;10;3.3;0;0;2;0;0;2;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;;;;;"kind";"kind";;"kind";"lost";;0;0;0;0;0;0;1;1;0;1;1;0;0.83;0.58;0.24;1.21;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;"HC1 (273) [ CO- 2, E+ 1, E- 21, C+ 29, A+ 53, C- 1, ST+ 84, A- 2, ST- 5, ST+  1, OC+ 5, OC- 1, SE- 4, O+ 4, N+ 7, O- 7, CO+ 38, N- 8 ], HC3 (122) [ E+ 33, E- 5, C+ 8, SE+ 7, A+ 35, SE- 1, C- 2, ST+ 26, N+ 1, CO+ 4 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"The horses arrived, even before they were expected, and Colonel Brandon only pressing her hand with a look of solemnity, and a few words spoken too low to reach her ear, hurried into the carriage.";5;"COLBR:C+:ST+, COLBR:E-:X";;COLBR:X:ST+;35;4.5;2;0;4;0;0;4;2;0;0;0;0;5;2;2;0;0;0;1;2;3;0;0;0;0;1;0;1;3;1;2;0;0;0;0;0;0;"TR 1(solemnity)";;;;;;;;;;"low";"pressing";1;0;0;0;0;0;0;0;0;0;1;1;0.80;0.63;0.30;1.16;0;0;1;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;;;;;;"HC1 (276) [ CO- 2, E+ 1, E- 22, C+ 30, A+ 53, C- 1, ST+ 85, A- 2, ST- 5, ST+  1, OC+ 5, OC- 1, SE- 4, O+ 4, N+ 7, O- 7, CO+ 38, N- 8 ], HC3 (123) [ E+ 33, E- 5, C+ 8, SE+ 7, A+ 35, SE- 1, C- 2, ST+ 27, N+ 1, CO+ 4 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"It was then about twelve o'clock, and she returned to her sister's apartment to wait for the arrival of the apothecary, and to watch by her the rest of the night.";4;ELINO:X:ST+;;;31;4.1;2;1;4;0;0;5;1;0;0;0;0;5;0;0;0;0;0;2;2;2;0;0;0;0;3;0;2;2;0;0;0;0;0;0;0;0;"HE 1(rest)";;;"HE 1(rest)";;"HE 1(rest)";;;;;;;1;0;0;1;0;1;0;0;0;0;0;0;0.80;0.63;0.33;1.12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1018) [ CO- 10, E+ 11, C+ 146, E- 25, A+ 149, C- 2, ST+ 217, A- 22, ST- 10, ST+  5, OC+ 46, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 17, CO+ 243, CO+  4, O- 1, N- 60 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
It was a night of almost equal suffering to both.;7;ELINO:A+:ST+;"MARIA:N:X, ELINO:N:X";"COLBR:A+:ST+, ELINO:A+:ST+";10;3.9;0;0;2;0;0;1;1;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;"equal";;;"suffering";0;0;0;0;0;0;0;0;1;0;0;1;0.82;0.59;0.32;1.15;0;0;0;0;0;0;3;0;2;0;0;0;3;0;0;0;0;0;;;;;;"HC3 (125) [ E+ 33, E- 5, C+ 8, SE+ 7, A+ 36, SE- 1, C- 2, ST+ 28, N+ 1, CO+ 4 ]";;;"HC1 (1020) [ CO- 10, E+ 11, C+ 146, E- 25, A+ 150, C- 2, ST+ 218, A- 22, ST- 10, ST+  5, OC+ 46, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 17, CO+ 243, CO+  4, O- 1, N- 60 ], HC2 (778) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 99, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 134, CO+ 73, O- 2, N- 79 ], HC3 (701) [ CO- 1, X + 1, E+ 38, C+ 327, E- 6, A+ 66, C- 1, ST+ 108, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 11, CO+ 41, N- 1 ]";;;;;;;;;;;;"HC2 (709) [ CO- 3, X + 5, E+ 88, C+ 4, E- 19, A+ 51, C- 6, ST+ 32, A- 16, ST- 6, OC+ 46, SE+ 20, OC- 7, O+ 70, N+ 314, CO+ 12, N- 10 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Hour after hour passed away in sleepless pain and delirium on Marianne's side, and in the most cruel anxiety on Elinor's, before Mr. Harris appeared.";6;"ELINO:N+:ST+, ELINO:A+:X";ELINO:N:X;;25;4.7;2;0;1;0;1;6;2;0;1;0;0;5;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;"UN 1(cruel)";;;"UN 1(cruel)";;"UN 1(cruel)";"cruel";"cruel";;;;"sleepless";1;0;0;1;0;1;1;1;0;0;0;1;0.82;0.59;0.23;1.21;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1023) [ CO- 10, E+ 11, C+ 146, E- 25, A+ 151, C- 2, ST+ 219, A- 22, ST- 10, ST+  5, OC+ 46, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 18, CO+ 243, CO+  4, O- 1, N- 60 ], HC2 (779) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 99, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 135, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Her apprehensions once raised, paid by their excess for all her former security; and the servant who sat up with her, for she would not allow Mrs. Jennings to be called, only tortured her more, by hints of what her mistress had always thought.";4;ELINO:N+:ST+;;;45;4.3;1;0;2;0;0;6;1;0;0;0;1;4;2;2;0;0;0;4;3;4;1;0;1;0;1;0;2;4;0;3;0;0;0;2;0;0;"SE 1(security), SD 1(thought)";"SE 1(security), SD 1(thought)";"SE 1(security)";"SE 1(security), SD 1(thought)";"SE 1(security), SD 1(thought)";"SE 1(security), SD 1(thought)";;;"mistress, called";;;;2;2;1;2;2;2;0;0;2;0;0;0;0.85;0.54;0.34;1.12;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1025) [ CO- 10, E+ 11, C+ 146, E- 25, A+ 151, C- 2, ST+ 220, A- 22, ST- 10, ST+  5, OC+ 46, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 19, CO+ 243, CO+  4, O- 1, N- 60 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Marianne's ideas were still, at intervals, fixed incoherently on her mother, and whenever she mentioned her name, it gave a pang to the heart of poor Elinor, who, reproaching herself for having trifled with so many days of illness, and wretched for some immediate relief, fancied that all relief might soon be in vain, that every thing had been delayed too long, and pictured to herself her suffering mother arriving too late to see this darling child, or to see her rational.";6;"MARIA:X:ST+, ELINO:X:ST+";"ELINO:N:ST, MSDSH:N:X";;82;4.6;4;0;6;0;0;10;10;0;0;0;1;10;3;2;0;0;0;4;4;6;0;0;0;0;4;0;3;5;4;4;0;0;0;1;0;1;"BE 2(mother, mother), PO 1(might)";"BE 2(mother, mother)";"BE 2(mother, mother)";"PO 1(might)";"BE 2(mother, mother), PO 1(might)";"BE 2(mother, mother), PO 1(might)";"vain, rational";"poor";"fancied, fixed";"still, vain";"late, darling, poor, it, rational, child";"wretched, reproaching, suffering, pang";3;2;2;1;3;3;2;1;2;2;6;4;0.84;0.55;0.35;1.12;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;;;;;;;;;"HC1 (1026) [ CO- 10, E+ 11, C+ 146, E- 25, A+ 151, C- 2, ST+ 221, A- 22, ST- 10, ST+  5, OC+ 46, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 19, CO+ 243, CO+  4, O- 1, N- 60 ], HC2 (781) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 136, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;"HC1 (750) [ CO- 58, CO-  2, X + 3, E+ 50, E- 27, C+ 4, A+ 60, C- 29, ST+ 75, A- 53, ST- 33, OC+   1, ST+  1, OC+ 100, SE+ 3, OC- 4, X   1, SE- 10, O+ 60, N+ 124, CO+ 33, O- 7, N- 12 ]";;;;;;;;;;;;;;;;;;;;"HC2 (222) [ CO- 1, X + 1, E+ 12, C+ 4, A+ 41, C- 6, ST+ 33, OC+ 43, SE+ 8, O+ 16, N+ 45, CO+ 11, O- 1 ]";;;;;;;;;;;;;;;;;;;;;;;
"She was on the point of sending again for Mr. Harris, or if HE could not come, for some other advice, when the former--but not till after five o'clock--arrived.";4;"ELINO:C+:X, ELINO:N+:ST+";;;29;4.4;1;1;3;0;0;7;3;0;0;0;1;2;0;2;0;0;0;2;0;3;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;"BE 1(advice)";"BE 1(advice)";;"BE 1(advice)";;"BE 1(advice)";;;;;;;1;1;0;1;0;1;0;0;0;0;0;0;0.81;0.62;0.28;1.17;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC1 (1029) [ CO- 10, E+ 11, C+ 147, E- 25, A+ 151, C- 2, ST+ 222, A- 22, ST- 10, ST+  5, OC+ 46, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 20, CO+ 243, CO+  4, O- 1, N- 60 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"His opinion, however, made some little amends for his delay, for though acknowledging a very unexpected and unpleasant alteration in his patient, he would not allow the danger to be material, and talked of the relief which a fresh mode of treatment must procure, with a confidence which, in a lesser degree, was communicated to Elinor.";7;"MRHAR:C+:X, MRHAR:N-:X";MRHAR:C:X;MRHAR:C+:X;56;4.8;2;0;7;0;0;8;4;1;0;0;2;11;1;1;0;0;0;1;3;3;0;0;0;0;2;0;3;3;1;1;0;0;2;0;0;0;"BE 2(treatment, confidence), CO 1(must), HE 1(unpleasant), SE 1(danger), SD 1(opinion), UN 2(amends, acknowledging)";"CO 1(must), HE 1(unpleasant), SE 1(danger)";"BE 1(treatment), SD 1(opinion)";"BE 2(treatment, confidence), CO 1(must), HE 1(unpleasant), SE 1(danger), SD 1(opinion), UN 2(amends, acknowledging)";"BE 2(treatment, confidence), CO 1(must), SE 1(danger)";"BE 2(treatment, confidence), CO 1(must), HE 1(unpleasant), SE 1(danger), SD 1(opinion), UN 2(amends, acknowledging)";"patient";"patient, little";"material, must, little";"patient";"unexpected, unpleasant";;8;3;2;8;4;8;1;2;3;1;2;0;0.87;0.51;0.26;1.19;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (4) [ C+ 3, N- 1 ], HC2 (1) [ C+ 1 ], HC3 (1) [ C+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"He promised to call again in the course of three or four hours, and left both the patient and her anxious attendant more composed than he had found them.";5;"ELINO:N-:OC+, ELINO:C+:X";;MRHAR:C+:X;29;4.2;3;2;3;0;0;3;1;1;0;0;0;3;1;0;0;0;0;3;1;1;0;0;0;0;1;0;1;3;0;2;0;0;0;0;0;0;;;;;;;"anxious, patient";"anxious, patient";;"patient";;"anxious, composed";0;0;0;0;0;0;2;2;0;1;0;2;0.83;0.58;0.24;1.19;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;;;;;;;;;"HC1 (1032) [ CO- 10, E+ 11, C+ 148, E- 25, A+ 151, C- 2, ST+ 222, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 20, CO+ 243, CO+  4, O- 1, N- 61 ]";;;;;;;;;;;;;;;;;;;;;"HC3 (2) [ C+ 2 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"With strong concern, and with many reproaches for not being called to their aid, did Mrs.";4;MSJEN:A+:ST+;;;16;4.5;1;0;0;0;0;3;2;0;0;0;0;2;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;"BE 2(concern, aid), PO 1(strong)";"BE 1(aid)";"BE 1(concern)";"BE 2(concern, aid), PO 1(strong)";"BE 1(aid), PO 1(strong)";"BE 2(concern, aid), PO 1(strong)";;"strong";"called";"strong";;;3;1;1;3;2;3;0;1;1;1;0;0;0.84;0.55;0.25;1.21;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (438) [ CO- 14, X + 1, E+ 92, C+ 7, E- 3, A+ 58, C- 9, ST+ 123, A- 18, ST- 11, ST-  1, OC+ 48, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 3, CO+ 12, O- 3, N- 3 ]";;;;;;;;;;;;;;;;;;;
Jennings hear in the morning of what had passed.;4;MSJEN:X:ST+;;;9;4.3;0;0;1;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;;;;;;;;;"morning";;;;0;0;0;0;0;0;0;0;1;0;0;0;0.79;0.64;0.18;1.25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (439) [ CO- 14, X + 1, E+ 92, C+ 7, E- 3, A+ 58, C- 9, ST+ 124, A- 18, ST- 11, ST-  1, OC+ 48, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 3, CO+ 12, O- 3, N- 3 ]";;;;;;;;;;;;;;;;;;;
"Her former apprehensions, now with greater reason restored, left her no doubt of the event; and though trying to speak comfort to Elinor, her conviction of her sister's danger would not allow her to offer the comfort of hope.";6;MSJEN:N+:ST+;"MSJEN:A:X, ELINO:N:X";;40;4.5;1;0;3;0;0;5;1;1;0;0;1;9;1;1;0;0;0;1;4;2;0;0;0;0;3;0;3;1;1;1;0;0;0;0;0;0;"CO 1(reason), HE 2(comfort, comfort), SE 1(danger), SD 1(conviction)";"CO 1(reason), HE 2(comfort, comfort), SE 1(danger)";"CO 1(reason)";"CO 1(reason), HE 2(comfort, comfort), SE 1(danger)";"CO 1(reason), SE 1(danger), SD 1(conviction)";"CO 1(reason), HE 2(comfort, comfort), SE 1(danger), SD 1(conviction)";;;;;"trying";;5;4;1;4;3;5;0;0;0;0;1;0;0.85;0.54;0.41;1.06;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC2 (782) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 137, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (441) [ CO- 14, X + 1, E+ 92, C+ 7, E- 3, A+ 58, C- 9, ST+ 125, A- 18, ST- 11, ST-  1, OC+ 48, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 4, CO+ 12, O- 3, N- 3 ], HC2 (293) [ X + 2, E+ 91, OC+ 3, SE+ 45, A+ 72, ST+ 29, A- 28, O+ 10, N+ 10, O- 2, N- 1 ]";;;;;;;;;;;;;;;;;;;
Her heart was really grieved.;3;;MSJEN:N:X;ELINO:X:ST+;5;4.8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.85;0.54;0.51;0.98;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;;;;;;;;"HC3 (702) [ CO- 1, X + 1, E+ 38, C+ 327, E- 6, A+ 66, C- 1, ST+ 109, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 11, CO+ 41, N- 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC2 (294) [ X + 2, E+ 91, OC+ 3, SE+ 45, A+ 72, ST+ 29, A- 28, O+ 10, N+ 11, O- 2, N- 1 ]";;;;;;;;;;;;;;;;;;;
"The rapid decay, the early death of a girl so young, so lovely as Marianne, must have struck a less interested person with concern.";2;;MSJEN:N:X;;24;4.3;0;0;4;0;0;3;5;0;0;0;1;5;0;1;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;"BE 1(concern), CO 1(must)";"CO 1(must)";"BE 1(concern)";"BE 1(concern), CO 1(must)";"CO 1(must)";"BE 1(concern), CO 1(must)";;"lovely, young, interested";"young, must";"rapid";"lovely";"interested";2;1;1;2;1;2;0;3;2;1;1;1;0.83;0.58;0.31;1.15;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC2 (295) [ X + 2, E+ 91, OC+ 3, SE+ 45, A+ 72, ST+ 29, A- 28, O+ 10, N+ 12, O- 2, N- 1 ]";;;;;;;;;;;;;;;;;;;
On Mrs. Jennings's compassion she had other claims.;4;MSJEN:A+:ST+;;;8;5.1;0;0;0;0;0;1;1;0;0;0;0;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;"BE 1(compassion)";;"BE 1(compassion)";"BE 1(compassion)";;"BE 1(compassion)";;;;;;;1;0;1;1;0;1;0;0;0;0;0;0;0.82;0.59;0.28;1.18;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (443) [ CO- 14, X + 1, E+ 92, C+ 7, E- 3, A+ 59, C- 9, ST+ 126, A- 18, ST- 11, ST-  1, OC+ 48, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 4, CO+ 12, O- 3, N- 3 ]";;;;;;;;;;;;;;;;;;;
"She had been for three months her companion, was still under her care, and she was known to have been greatly injured, and long unhappy.";6;"MSJEN:A+:ST+, MARIA:N+:X";MARIA:N:X;;25;4.3;2;1;0;0;0;2;2;0;0;0;0;2;1;0;0;0;0;3;1;2;0;0;0;0;1;0;1;3;0;4;0;0;0;0;0;0;"BE 2(companion, care)";"BE 2(companion, care)";"BE 1(care)";"BE 2(companion, care)";"BE 1(care)";"BE 2(companion, care)";;"unhappy";;"still, unhappy";;"injured";2;2;1;2;1;2;0;1;0;2;0;1;0.81;0.61;0.40;1.07;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC1 (751) [ CO- 58, CO-  2, X + 3, E+ 50, E- 27, C+ 4, A+ 60, C- 29, ST+ 75, A- 53, ST- 33, OC+   1, ST+  1, OC+ 100, SE+ 3, OC- 4, X   1, SE- 10, O+ 60, N+ 125, CO+ 33, O- 7, N- 12 ], HC2 (710) [ CO- 3, X + 5, E+ 88, C+ 4, E- 19, A+ 51, C- 6, ST+ 32, A- 16, ST- 6, OC+ 46, SE+ 20, OC- 7, O+ 70, N+ 315, CO+ 12, N- 10 ]";;;;;;;;;;;;;;;;;;;;;;;;"HC1 (445) [ CO- 14, X + 1, E+ 92, C+ 7, E- 3, A+ 60, C- 9, ST+ 127, A- 18, ST- 11, ST-  1, OC+ 48, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 4, CO+ 12, O- 3, N- 3 ]";;;;;;;;;;;;;;;;;;;
"The distress of her sister too, particularly a favourite, was before her;--and as for their mother, when Mrs. Jennings considered that Marianne might probably be to HER what Charlotte was to herself, her sympathy in HER sufferings was very sincere.";6;MSJEN:A+:ST+;"MSJEN:N:ST, MSJEN:A:X, ELINO:N:X";;40;5.1;1;0;2;0;0;4;2;0;0;0;1;4;1;6;0;0;0;1;3;6;0;0;0;0;2;0;1;4;0;0;0;0;0;1;0;1;"BE 3(mother, sympathy, sincere), PO 1(might)";"BE 2(mother, sympathy)";"BE 1(mother)";"BE 2(sympathy, sincere), PO 1(might)";"BE 1(mother), PO 1(might)";"BE 3(mother, sympathy, sincere), PO 1(might)";"sincere";"sincere";;"sincere";;;4;2;1;3;2;4;1;1;0;1;0;0;0.87;0.51;0.32;1.14;0;0;0;0;0;0;2;0;2;0;0;0;2;0;0;0;0;0;;;;;;;;;"HC2 (783) [ X + 5, E+ 22, C+ 110, E- 21, A+ 118, ST+ 100, A- 6, ST- 2, OC+ 9, SE+ 12, SE- 1, O+ 85, N+ 138, CO+ 73, O- 2, N- 79 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (447) [ CO- 14, X + 1, E+ 92, C+ 7, E- 3, A+ 61, C- 9, ST+ 128, A- 18, ST- 11, ST-  1, OC+ 48, SE+ 3, OC- 1, SE- 4, O+ 24, N+ 4, CO+ 12, O- 3, N- 3 ], HC2 (298) [ X + 2, E+ 91, OC+ 3, SE+ 45, A+ 73, ST+ 30, A- 28, O+ 10, N+ 13, O- 2, N- 1 ]";;;;;;;;;;;;;;;;;;;
Mr. Harris was punctual in his second visit;--but he came to be disappointed in his hopes of what the last would produce.;7;MRHAR:C+:X;MRHAR:C:X;MRHAR:C+:X;22;4.5;0;0;1;0;0;3;3;0;0;0;1;1;1;2;0;0;0;1;2;0;0;0;0;0;1;0;2;2;0;1;0;0;0;1;0;0;;;;;;;"punctual";"disappointed, punctual";;"punctual, second";"last";"disappointed";0;0;0;0;0;0;1;2;0;2;1;1;0.85;0.55;0.22;1.21;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"HC1 (5) [ C+ 4, N- 1 ], HC2 (2) [ C+ 2 ], HC3 (3) [ C+ 3 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
His medicines had failed;--the fever was unabated; and Marianne only more quiet--not more herself--remained in a heavy stupor.;4;MARIA:E+:X;;;19;5.7;1;0;2;0;0;1;2;1;0;0;0;2;1;1;0;0;0;0;1;2;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0.92;0.40;0.22;1.22;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;"HC1 (752) [ CO- 58, CO-  2, X + 3, E+ 51, E- 27, C+ 4, A+ 60, C- 29, ST+ 75, A- 53, ST- 33, OC+   1, ST+  1, OC+ 100, SE+ 3, OC- 4, X   1, SE- 10, O+ 60, N+ 125, CO+ 33, O- 7, N- 12 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Elinor, catching all, and more than all, his fears in a moment, proposed to call in further advice.";7;ELINO:C+:ST+;MRHAR:N:X;ELINO:C:ST;18;4.3;1;0;2;0;0;3;1;1;0;0;0;2;1;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;"BE 1(advice)";"BE 1(advice)";;"BE 1(advice)";;"BE 1(advice)";;;;;"catching";;1;1;0;1;0;1;0;0;0;0;1;0;0.83;0.58;0.16;1.26;0;0;2;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;;;;;;;;;"HC1 (1034) [ CO- 10, E+ 11, C+ 149, E- 25, A+ 151, C- 2, ST+ 223, A- 22, ST- 10, ST+  5, OC+ 47, OC- 6, SE+ 4, SE- 9, O+ 31, N+ 20, CO+ 243, CO+  4, O- 1, N- 61 ], HC3 (704) [ CO- 1, X + 1, E+ 38, C+ 328, E- 6, A+ 66, C- 1, ST+ 110, OC+ 29, SE+ 30, OC- 3, SE- 6, O+ 32, N+ 11, CO+ 41, N- 1 ]";;;;;;;;;;;;;;;;;;;;;"HC2 (3) [ C+ 2, N+ 1 ]";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
