,NARRATOR,Other,Unknown,n,k,be,Response,Anger,Anticipation,Arousal,Disgust,Dominance,Fear,Joy,Sadness,Surprise,Trust,Valence,Stimulus,READER,driver,fellow,his own,justice,wallace,watson
891,,,,27692,5,1.255370471543296,,,,,,,,,,Feature,,,Category,,,Subject,,,,
892,,,,27687,10,2.5038020486612793,,,,,,,,,,Feature,,,Category,,,Subject,,,,
893,,,,27682,15,3.7340946252761484,,,,,,,,,,Feature,,,Category,,,Subject,,,,
894,,,,27677,20,4.925968323942174,,,,,,,,,,Feature,,,Category,,,Subject,,,,
895,,,,27667,30,7.116710101472989,,,,,,,,,,Feature,,,Category,,,Subject,,,,
896,,,,27657,40,5.767226332488986,,,,,,,,,,Feature,,,Category,,,Subject,,,,
897,,,,27647,50,4.185144779463809,,,,,,,,,,Feature,,,Category,,,Subject,,,,
898,,,,27637,60,3.0177079791388737,,,,,,,,,,Feature,,,Category,,,Subject,,,,
899,,,,27627,70,2.648275799603175,,,,,,,,,,Feature,,,Category,,,Subject,,,,
900,,,,27696,1,0.42667583202718584,,,,,,,,,,,Feature,,Category,,,Subject,,,,
901,,,,27692,5,2.1300343636195116,,,,,,,,,,,Feature,,Category,,,Subject,,,,
902,,,,27687,10,4.245130395764568,,,,,,,,,,,Feature,,Category,,,Subject,,,,
903,,,,27682,15,6.28340303197237,,,,,,,,,,,Feature,,Category,,,Subject,,,,
904,,,,27677,20,8.142005503824779,,,,,,,,,,,Feature,,Category,,,Subject,,,,
905,,,,27667,30,11.090927375771782,,,,,,,,,,,Feature,,Category,,,Subject,,,,
906,,,,27657,40,5.954265633541689,,,,,,,,,,,Feature,,Category,,,Subject,,,,
907,,,,27647,50,2.879218478225443,,,,,,,,,,,Feature,,Category,,,Subject,,,,
908,,,,27637,60,1.3448644239914858,,,,,,,,,,,Feature,,Category,,,Subject,,,,
909,,,,27627,70,0.9835550234066737,,,,,,,,,,,Feature,,Category,,,Subject,,,,
910,,,,27696,1,0.9770027807115804,,,,,,,,,,,,Feature,Category,,,Subject,,,,
911,,,,27692,5,4.855271567761164,,,,,,,,,,,,Feature,Category,,,Subject,,,,
912,,,,27687,10,9.660177929607743,,,,,,,,,,,,Feature,Category,,,Subject,,,,
913,,,,27682,15,13.626292645912205,,,,,,,,,,,,Feature,Category,,,Subject,,,,
914,,,,27677,20,14.629714613379702,,,,,,,,,,,,Feature,Category,,,Subject,,,,
915,,,,27667,30,14.754116393439645,,,,,,,,,,,,Feature,Category,,,Subject,,,,
916,,,,27657,40,0.5041449309299763,,,,,,,,,,,,Feature,Category,,,Subject,,,,
917,,,,27647,50,0.03397724629130389,,,,,,,,,,,,Feature,Category,,,Subject,,,,
918,,,,27637,60,0.0005860615240012413,,,,,,,,,,,,Feature,Category,,,Subject,,,,
919,,,,27627,70,0.0,,,,,,,,,,,,Feature,Category,,,Subject,,,,
920,,Category,Feature,27696,1,0.3576883583546492,,,,,,,,,,,,,,,,,Subject,,,
921,,Category,Feature,27692,5,1.7864471487465818,,,,,,,,,,,,,,,,,Subject,,,
922,,Category,Feature,27687,10,3.5573021919979886,,,,,,,,,,,,,,,,,Subject,,,
923,,Category,Feature,27682,15,5.279167303375611,,,,,,,,,,,,,,,,,Subject,,,
924,,Category,Feature,27677,20,6.882102216291736,,,,,,,,,,,,,,,,,Subject,,,
925,,Category,Feature,27667,30,9.568930144023549,,,,,,,,,,,,,,,,,Subject,,,
926,,Category,Feature,27657,40,6.140466318144337,,,,,,,,,,,,,,,,,Subject,,,
927,,Category,Feature,27647,50,3.605015264595651,,,,,,,,,,,,,,,,,Subject,,,
928,,Category,Feature,27637,60,2.0562697910006915,,,,,,,,,,,,,,,,,Subject,,,
929,,Category,Feature,27627,70,1.6568235523721897,,,,,,,,,,,,,,,,,Subject,,,
930,,,,27696,1,0.2774647386644432,Category,Feature,,,,,,,,,,,,,,,Subject,,,
931,,,,27692,5,1.3827037193144043,Category,Feature,,,,,,,,,,,,,,,Subject,,,
932,,,,27687,10,2.750095421709282,Category,Feature,,,,,,,,,,,,,,,Subject,,,
933,,,,27682,15,4.083125269766383,Category,Feature,,,,,,,,,,,,,,,Subject,,,
934,,,,27677,20,5.352146859559696,Category,Feature,,,,,,,,,,,,,,,Subject,,,
935,,,,27667,30,7.614651286855412,Category,Feature,,,,,,,,,,,,,,,Subject,,,
936,,,,27657,40,5.809475112778259,Category,Feature,,,,,,,,,,,,,,,Subject,,,
937,,,,27647,50,4.164112956598185,Category,Feature,,,,,,,,,,,,,,,Subject,,,
938,,,,27637,60,2.980247941080917,Category,Feature,,,,,,,,,,,,,,,Subject,,,
939,,,,27627,70,2.6255808361447235,Category,Feature,,,,,,,,,,,,,,,Subject,,,
940,,,,27696,1,0.01079481392894261,Category,,Feature,,,,,,,,,,,,,,Subject,,,
941,,,,27692,5,0.05132318242070237,Category,,Feature,,,,,,,,,,,,,,Subject,,,
942,,,,27687,10,0.09488821446831208,Category,,Feature,,,,,,,,,,,,,,Subject,,,
943,,,,27682,15,0.13509767359664943,Category,,Feature,,,,,,,,,,,,,,Subject,,,
944,,,,27677,20,0.17034442810126113,Category,,Feature,,,,,,,,,,,,,,Subject,,,
945,,,,27667,30,0.2279958071050091,Category,,Feature,,,,,,,,,,,,,,Subject,,,
946,,,,27657,40,0.2284816679164633,Category,,Feature,,,,,,,,,,,,,,Subject,,,
947,,,,27647,50,0.2267616932129795,Category,,Feature,,,,,,,,,,,,,,Subject,,,
948,,,,27637,60,0.2281735624409776,Category,,Feature,,,,,,,,,,,,,,Subject,,,
949,,,,27627,70,0.23201731269006523,Category,,Feature,,,,,,,,,,,,,,Subject,,,
950,,,,27696,1,0.42667583202718584,Category,,,Feature,,,,,,,,,,,,,Subject,,,
951,,,,27692,5,2.1300343636195116,Category,,,Feature,,,,,,,,,,,,,Subject,,,
952,,,,27687,10,4.245130395764568,Category,,,Feature,,,,,,,,,,,,,Subject,,,
953,,,,27682,15,6.28340303197237,Category,,,Feature,,,,,,,,,,,,,Subject,,,
954,,,,27677,20,8.142005503824779,Category,,,Feature,,,,,,,,,,,,,Subject,,,
955,,,,27667,30,11.090927375771782,Category,,,Feature,,,,,,,,,,,,,Subject,,,
956,,,,27657,40,5.954265633541689,Category,,,Feature,,,,,,,,,,,,,Subject,,,
957,,,,27647,50,2.879218478225443,Category,,,Feature,,,,,,,,,,,,,Subject,,,
958,,,,27637,60,1.3448644239914858,Category,,,Feature,,,,,,,,,,,,,Subject,,,
959,,,,27627,70,0.9835550234066737,Category,,,Feature,,,,,,,,,,,,,Subject,,,
960,,,,27696,1,0.0042341612706007425,Category,,,,Feature,,,,,,,,,,,,Subject,,,
961,,,,27692,5,0.019850351952705236,Category,,,,Feature,,,,,,,,,,,,Subject,,,
962,,,,27687,10,0.03400864680870261,Category,,,,Feature,,,,,,,,,,,,Subject,,,
963,,,,27682,15,0.04713308011727526,Category,,,,Feature,,,,,,,,,,,,Subject,,,
964,,,,27677,20,0.058925971057595256,Category,,,,Feature,,,,,,,,,,,,Subject,,,
965,,,,27667,30,0.07858567153593181,Category,,,,Feature,,,,,,,,,,,,Subject,,,
966,,,,27657,40,0.08464368256575572,Category,,,,Feature,,,,,,,,,,,,Subject,,,
967,,,,27647,50,0.09057418117178527,Category,,,,Feature,,,,,,,,,,,,Subject,,,
968,,,,27637,60,0.09334026188646442,Category,,,,Feature,,,,,,,,,,,,Subject,,,
969,,,,27627,70,0.09453728995860289,Category,,,,Feature,,,,,,,,,,,,Subject,,,
970,,,,27696,1,0.042503737116155876,Category,,,,,Feature,,,,,,,,,,,Subject,,,
971,,,,27692,5,0.16568061703817605,Category,,,,,Feature,,,,,,,,,,,Subject,,,
972,,,,27687,10,0.2611224499717304,Category,,,,,Feature,,,,,,,,,,,Subject,,,
973,,,,27682,15,0.3146286909668745,Category,,,,,Feature,,,,,,,,,,,Subject,,,
974,,,,27677,20,0.346151891585986,Category,,,,,Feature,,,,,,,,,,,Subject,,,
975,,,,27667,30,0.39023525419906946,Category,,,,,Feature,,,,,,,,,,,Subject,,,
976,,,,27657,40,0.27172319074319784,Category,,,,,Feature,,,,,,,,,,,Subject,,,
977,,,,27647,50,0.2635066540596894,Category,,,,,Feature,,,,,,,,,,,Subject,,,
978,,,,27637,60,0.27104683651948297,Category,,,,,Feature,,,,,,,,,,,Subject,,,
979,,,,27627,70,0.2757314649640847,Category,,,,,Feature,,,,,,,,,,,Subject,,,
980,,,,27696,1,0.4225005828581778,Category,,,,,,Feature,,,,,,,,,,Subject,,,
981,,,,27692,5,2.1096075269930066,Category,,,,,,Feature,,,,,,,,,,Subject,,,
982,,,,27687,10,4.2042199140559235,Category,,,,,,Feature,,,,,,,,,,Subject,,,
983,,,,27682,15,6.227490506046048,Category,,,,,,Feature,,,,,,,,,,Subject,,,
984,,,,27677,20,8.077480929341906,Category,,,,,,Feature,,,,,,,,,,Subject,,,
985,,,,27667,30,11.033732235555624,Category,,,,,,Feature,,,,,,,,,,Subject,,,
986,,,,27657,40,5.982953441761818,Category,,,,,,Feature,,,,,,,,,,Subject,,,
987,,,,27647,50,2.9077876853253617,Category,,,,,,Feature,,,,,,,,,,Subject,,,
988,,,,27637,60,1.3829744102887387,Category,,,,,,Feature,,,,,,,,,,Subject,,,
989,,,,27627,70,1.02302620200969,Category,,,,,,Feature,,,,,,,,,,Subject,,,
990,,,,27696,1,0.007818256802754239,Category,,,,,,,Feature,,,,,,,,,Subject,,,
991,,,,27692,5,0.03694175408601113,Category,,,,,,,Feature,,,,,,,,,Subject,,,
992,,,,27687,10,0.07069572250201211,Category,,,,,,,Feature,,,,,,,,,Subject,,,
993,,,,27682,15,0.10280067374446461,Category,,,,,,,Feature,,,,,,,,,Subject,,,
994,,,,27677,20,0.1326280211808338,Category,,,,,,,Feature,,,,,,,,,Subject,,,
995,,,,27667,30,0.1837585124514215,Category,,,,,,,Feature,,,,,,,,,Subject,,,
996,,,,27657,40,0.2061716219658721,Category,,,,,,,Feature,,,,,,,,,Subject,,,
997,,,,27647,50,0.22270005657646094,Category,,,,,,,Feature,,,,,,,,,Subject,,,
998,,,,27637,60,0.23241344574281614,Category,,,,,,,Feature,,,,,,,,,Subject,,,
999,,,,27627,70,0.2349499678016122,Category,,,,,,,Feature,,,,,,,,,Subject,,,
1000,,,,27696,1,0.00586694782610885,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1001,,,,27692,5,0.027754379805155376,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1002,,,,27687,10,0.04969220537909951,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1003,,,,27682,15,0.06980163213026981,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1004,,,,27677,20,0.08885339566459168,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1005,,,,27667,30,0.12443438195560937,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1006,,,,27657,40,0.13542284246236816,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1007,,,,27647,50,0.13843327779818754,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1008,,,,27637,60,0.142142921647068,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1009,,,,27627,70,0.14481830442682572,Category,,,,,,,,Feature,,,,,,,,Subject,,,
1010,,,,27696,1,0.007047757508365652,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1011,,,,27692,5,0.033613085014161645,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1012,,,,27687,10,0.06286332950171183,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1013,,,,27682,15,0.08820603744291898,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1014,,,,27677,20,0.11047107021431433,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1015,,,,27667,30,0.1530736579549025,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1016,,,,27657,40,0.16883362450854913,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1017,,,,27647,50,0.18104751979711273,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1018,,,,27637,60,0.19185094196224498,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1019,,,,27627,70,0.196443300026606,Category,,,,,,,,,Feature,,,,,,,Subject,,,
1020,,,,27696,1,0.01187532878201516,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1021,,,,27692,5,0.058490176536716926,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1022,,,,27687,10,0.10830391722688111,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1023,,,,27682,15,0.14919123251009625,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1024,,,,27677,20,0.1836859445158411,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1025,,,,27667,30,0.23725868985028864,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1026,,,,27657,40,0.22472951015553683,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1027,,,,27647,50,0.2176032238063859,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1028,,,,27637,60,0.21413402192261366,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1029,,,,27627,70,0.21240398620292078,Category,,,,,,,,,,Feature,,,,,,Subject,,,
1030,,,,27696,1,0.048022890548070706,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1031,,,,27692,5,0.17860017992084326,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1032,,,,27687,10,0.27959667968432933,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1033,,,,27682,15,0.33044956083444466,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1034,,,,27677,20,0.3593702251269493,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1035,,,,27667,30,0.397249094864171,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1036,,,,27657,40,0.2670632912454013,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1037,,,,27647,50,0.26161450435557876,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1038,,,,27637,60,0.27334378587058367,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1039,,,,27627,70,0.27800652328278397,Category,,,,,,,,,,,Feature,,,,,Subject,,,
1040,,,,27696,1,0.2782427844544946,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1041,,,,27692,5,1.3873383903114278,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1042,,,,27687,10,2.758276599699588,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1043,,,,27682,15,4.098766620394041,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1044,,,,27677,20,5.379915837766839,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1045,,,,27667,30,7.671203862027173,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1046,,,,27657,40,5.894079992119423,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1047,,,,27647,50,4.128395336386526,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1048,,,,27637,60,2.887650469288635,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1049,,,,27627,70,2.5168666391564907,,Feature,,,,,,,,,,,Category,,,,Subject,,,
1050,,,,27696,1,0.3695886983351508,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1051,,,,27692,5,1.8471851132488595,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1052,,,,27687,10,3.6843044233986624,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1053,,,,27682,15,5.47194459270106,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1054,,,,27677,20,7.161456306045757,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1055,,,,27667,30,10.034228591586066,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1056,,,,27657,40,6.199032524165539,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1057,,,,27647,50,3.2703225795157245,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1058,,,,27637,60,1.6597999032884867,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1059,,,,27627,70,1.26385401967782,,,Feature,,,,,,,,,,Category,,,,Subject,,,
1060,,,,27696,1,0.802756840431572,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1061,,,,27692,5,4.003762826337072,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1062,,,,27687,10,7.974960244604748,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1063,,,,27682,15,11.493724249168498,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1064,,,,27677,20,13.59769081161697,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1065,,,,27667,30,14.663494327336497,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1066,,,,27657,40,1.8177107468098812,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1067,,,,27647,50,0.2670971924581764,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1068,,,,27637,60,0.05273796408188105,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1069,,,,27627,70,0.029896581179951,,,,Feature,,,,,,,,,Category,,,,Subject,,,
1070,,,,27696,1,0.18840284165655405,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1071,,,,27692,5,0.9398804611522714,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1072,,,,27687,10,1.8718208228044564,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1073,,,,27682,15,2.790120719123281,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1074,,,,27677,20,3.6860608718088614,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1075,,,,27667,30,5.3673267519050425,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1076,,,,27657,40,4.901965101678099,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1077,,,,27647,50,4.0395301243805894,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1078,,,,27637,60,3.332739265309224,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1079,,,,27627,70,3.099171951528785,,,,,Feature,,,,,,,,Category,,,,Subject,,,
1080,,,,27696,1,0.9540874064424806,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1081,,,,27692,5,4.751272277569233,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1082,,,,27687,10,9.458665547974183,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1083,,,,27682,15,13.3723240944794,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1084,,,,27677,20,14.559591791872716,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1085,,,,27667,30,14.749477701263839,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1086,,,,27657,40,0.6179926450250279,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1087,,,,27647,50,0.053891985050721014,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1088,,,,27637,60,0.007032613605721514,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1089,,,,27627,70,0.0023450076930077997,,,,,,Feature,,,,,,,Category,,,,Subject,,,
1090,,,,27696,1,0.35618481492274673,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1091,,,,27692,5,1.7788308826093362,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1092,,,,27687,10,3.541918483213651,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1093,,,,27682,15,5.25603585357775,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1094,,,,27677,20,6.85195884960721,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1095,,,,27667,30,9.526647983685061,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1096,,,,27657,40,6.130868365801072,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1097,,,,27647,50,3.625616600975096,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1098,,,,27637,60,2.087701066191471,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1099,,,,27627,70,1.6903749025229315,,,,,,,Feature,,,,,,Category,,,,Subject,,,
1100,,,,27696,1,0.30216879942953345,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1101,,,,27692,5,1.5068693915970262,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1102,,,,27687,10,3.001581252374721,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1103,,,,27682,15,4.456795688446947,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1104,,,,27677,20,5.841681314876703,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1105,,,,27667,30,8.292145370324224,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1106,,,,27657,40,6.011054321836431,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1107,,,,27647,50,3.9396498600385526,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1108,,,,27637,60,2.554311318594985,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1109,,,,27627,70,2.1634443815884254,,,,,,,,Feature,,,,,Category,,,,Subject,,,
1110,,,,27696,1,0.320850988095126,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1111,,,,27692,5,1.5995746604767398,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1112,,,,27687,10,3.182716422702006,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1113,,,,27682,15,4.7178195972777175,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1114,,,,27677,20,6.168292610863087,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1115,,,,27667,30,8.680562380174262,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1116,,,,27657,40,6.03679649453794,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1117,,,,27647,50,3.960436750446104,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1118,,,,27637,60,2.626832686149598,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1119,,,,27627,70,2.2451845821484224,,,,,,,,,Feature,,,,Category,,,,Subject,,,
1120,,,,27696,1,0.2502088568245275,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1121,,,,27692,5,1.2496740866737428,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1122,,,,27687,10,2.4923476358325805,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1123,,,,27682,15,3.7174176593791843,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1124,,,,27677,20,4.90377287718717,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1125,,,,27667,30,7.085940981655539,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1126,,,,27657,40,5.7719361752498175,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1127,,,,27647,50,4.202335023019149,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1128,,,,27637,60,3.030448369619243,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1129,,,,27627,70,2.65687764569375,,,,,,,,,,Feature,,,Category,,,,Subject,,,
1130,,,,27696,1,0.4255732947888934,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1131,,,,27692,5,2.124311444634548,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1132,,,,27687,10,4.233709893083199,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1133,,,,27682,15,6.268279910979684,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1134,,,,27677,20,8.1240721245085,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1135,,,,27667,30,11.07512086653499,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1136,,,,27657,40,5.977733587941376,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1137,,,,27647,50,2.8778440713943536,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1138,,,,27637,60,1.3453508210449812,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1139,,,,27627,70,0.9911020569796384,,,,,,,,,,,Feature,,Category,,,,Subject,,,
1140,,,,27696,1,0.9763416990200389,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1141,,,,27692,5,4.851855883753839,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1142,,,,27687,10,9.651939502561474,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1143,,,,27682,15,13.60519502595647,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1144,,,,27677,20,14.620507870671805,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1145,,,,27667,30,14.753411229345078,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1146,,,,27657,40,0.5245846026483368,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1147,,,,27647,50,0.04159196355580807,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1148,,,,27637,60,0.0005860615240012413,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1149,,,,27627,70,0.0,,,,,,,,,,,,Feature,Category,,,,Subject,,,
1150,,Category,Feature,27696,1,0.11874974808921548,,,,,,,,,,,,,,,,,,Subject,,
1151,,Category,Feature,27692,5,0.5424279548011834,,,,,,,,,,,,,,,,,,Subject,,
1152,,Category,Feature,27687,10,1.0431596047704434,,,,,,,,,,,,,,,,,,Subject,,
1153,,Category,Feature,27682,15,1.5135762037016947,,,,,,,,,,,,,,,,,,Subject,,
1154,,Category,Feature,27677,20,1.9662862006241937,,,,,,,,,,,,,,,,,,Subject,,
1155,,Category,Feature,27667,30,2.829637268397317,,,,,,,,,,,,,,,,,,Subject,,
1156,,Category,Feature,27657,40,2.9348502195805626,,,,,,,,,,,,,,,,,,Subject,,
1157,,Category,Feature,27647,50,2.9218761764642953,,,,,,,,,,,,,,,,,,Subject,,
1158,,Category,Feature,27637,60,2.8559701880381847,,,,,,,,,,,,,,,,,,Subject,,
1159,,Category,Feature,27627,70,2.8180971797378547,,,,,,,,,,,,,,,,,,Subject,,
1160,,,,27696,1,0.048022890548070706,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1161,,,,27692,5,0.17860017992084326,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1162,,,,27687,10,0.27959667968432933,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1163,,,,27682,15,0.33044956083444466,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1164,,,,27677,20,0.3593702251269493,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1165,,,,27667,30,0.397249094864171,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1166,,,,27657,40,0.2670632912454013,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1167,,,,27647,50,0.26161450435557876,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1168,,,,27637,60,0.27334378587058367,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1169,,,,27627,70,0.27800652328278397,Category,Feature,,,,,,,,,,,,,,,,Subject,,
1170,,,,27696,1,0.006264193965829098,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1171,,,,27692,5,0.029098741573626616,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1172,,,,27687,10,0.05382055344142457,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1173,,,,27682,15,0.07637286085967272,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1174,,,,27677,20,0.09637261145576428,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1175,,,,27667,30,0.1285973336562317,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1176,,,,27657,40,0.13748834115827557,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1177,,,,27647,50,0.14418525388179376,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1178,,,,27637,60,0.14579695333107343,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1179,,,,27627,70,0.14180998645635481,Category,,Feature,,,,,,,,,,,,,,,Subject,,
1180,,,,27696,1,0.018725477097542343,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1181,,,,27692,5,0.07933779162454196,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1182,,,,27687,10,0.14080314556811663,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1183,,,,27682,15,0.18477635531162437,Category,,,Feature,,,,,,,,,,,,,,Subject,,
1184,,,,27677,20,0.2091510812541629,Category,,,Feature,,,,,,,,,,,,,,Subject,,
